source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
github.actions.run,github://repositories/1324720646/actions/runs/33690438222/attempts/1,2026-09-02T22:27:15Z,2026-09-02T22:28:10Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_workflow,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33690438222,eacp-gha-1324720646-33690438222-1,18db5c89699934d161c6934ef0c0da14807724cd64878d272af994edbefaa124
github.actions.job,github://repositories/1324720646/actions/runs/33690438222/attempts/1/jobs/100447720788,2026-09-02T22:27:19Z,2026-09-02T22:28:10Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_job,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33690438222/job/100447720788,eacp-gha-1324720646-33690438222-1,7bde28ae81a6ae70f52f3dec33976907d2dcc6976bb313bc4dc9b3101f73f45e
