scenario,algorithm,seed,configured_chain_count,configured_service_count,configured_overlap_fraction,temporal_window_ms,missing_id_events,wrong_id_events,collision_pairs,exact_duplicate_observations,conflicting_duplicate_observations,clock_skewed_events,late_events,jittered_events,truth_chain_count,event_count,canonical_event_count,observation_count,predicted_group_count,predicted_chain_group_count,complete_chain_count,complete_chain_coverage,exact_chain_accuracy,exact_chain_precision,exact_chain_recall,exact_chain_f1,mean_chain_member_coverage,true_join_pair_count,predicted_join_pair_count,correct_join_count,missed_join_count,missed_join_rate,false_join_count,false_join_rate,join_precision,join_recall,ambiguous_group_count,ambiguous_event_count,ambiguous_event_rate,accepted_ambiguous_group_count,detected_ambiguous_group_count,ambiguity_detection_true_positive,ambiguity_detection_false_positive,ambiguity_detection_false_negative,ambiguity_detection_precision,ambiguity_detection_recall,source_conflict_group_count,detected_source_conflict_group_count,source_conflict_detection_precision,source_conflict_detection_recall,abstained_observation_count,abstention_rate,deduplicated_observation_count,deduplication_rate,time_to_completeness_observations,time_to_completeness_p50_ms,time_to_completeness_p95_ms,time_to_completeness_max_ms,arrival_inversion_count,arrival_inversion_rate
missing_plane_incident,strict_service_plus_correlation,11359,600,24,0.25,1500,600,0,0,0,0,0,0,0,600,3600,3600,3600,1200,600,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,9000,6000,6000,3000,0.3333333333333333,0,0.0,1.0,0.6666666666666666,0,0,0.0,0,0,0,0,0,,,0,0,,,600,0.16666666666666666,0,0.0,0,,,,0,0.0
missing_plane_incident,correlation_id_only_ablation,11359,600,24,0.25,1500,600,0,0,0,0,0,0,0,600,3600,3600,3600,1200,600,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,9000,6000,6000,3000,0.3333333333333333,0,0.0,1.0,0.6666666666666666,0,0,0.0,0,0,0,0,0,,,0,0,,,600,0.16666666666666666,0,0.0,0,,,,0,0.0
missing_plane_incident,naive_temporal_window,11359,600,24,0.25,1500,600,0,0,0,0,0,0,0,600,3600,3600,3600,600,600,456,0.76,0.76,0.76,0.76,0.76,0.94,9000,9648,8352,648,0.072,1296,0.13432835820895522,0.8656716417910447,0.928,72,648,0.18,72,72,72,0,0,1.0,1.0,0,0,,,0,0.0,0,0.0,456,1275.0,1275.0,1275.0,0,0.0
missing_plane_recovery,strict_service_plus_correlation,11359,600,24,0.25,1500,600,0,0,0,0,0,0,0,600,3600,3600,3600,1200,600,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,9000,6000,6000,3000,0.3333333333333333,0,0.0,1.0,0.6666666666666666,0,0,0.0,0,0,0,0,0,,,0,0,,,600,0.16666666666666666,0,0.0,0,,,,0,0.0
missing_plane_recovery,correlation_id_only_ablation,11359,600,24,0.25,1500,600,0,0,0,0,0,0,0,600,3600,3600,3600,1200,600,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,9000,6000,6000,3000,0.3333333333333333,0,0.0,1.0,0.6666666666666666,0,0,0.0,0,0,0,0,0,,,0,0,,,600,0.16666666666666666,0,0.0,0,,,,0,0.0
missing_plane_recovery,naive_temporal_window,11359,600,24,0.25,1500,600,0,0,0,0,0,0,0,600,3600,3600,3600,600,600,456,0.76,0.76,0.76,0.76,0.76,0.94,9000,9648,8352,648,0.072,1296,0.13432835820895522,0.8656716417910447,0.928,72,648,0.18,72,72,72,0,0,1.0,1.0,0,0,,,0,0.0,0,0.0,456,1275.0,1275.0,1275.0,0,0.0
collision_same_service_1pct,strict_service_plus_correlation,11359,600,24,0.25,1500,0,0,6,0,0,0,0,0,600,3600,3600,3600,660,588,588,0.98,0.98,1.0,0.98,0.98989898989899,0.9833333333333333,9000,8820,8820,180,0.02,0,0.0,1.0,0.98,6,72,0.02,0,6,6,0,0,1.0,1.0,0,0,,,72,0.02,0,0.0,588,1275.0,1275.0,1275.0,0,0.0
collision_same_service_1pct,correlation_id_only_ablation,11359,600,24,0.25,1500,0,0,6,0,0,0,0,0,600,3600,3600,3600,594,594,588,0.98,0.98,0.98989898989899,0.98,0.9849246231155778,1.0,9000,9216,9000,0,0.0,216,0.0234375,0.9765625,1.0,6,72,0.02,6,6,6,0,0,1.0,1.0,0,0,,,0,0.0,0,0.0,588,1275.0,1275.0,1275.0,0,0.0
collision_same_service_1pct,naive_temporal_window,11359,600,24,0.25,1500,0,0,6,0,0,0,0,0,600,3600,3600,3600,600,600,456,0.76,0.76,0.76,0.76,0.76,0.94,9000,9648,8352,648,0.072,1296,0.13432835820895522,0.8656716417910447,0.928,72,648,0.18,72,72,72,0,0,1.0,1.0,0,0,,,0,0.0,0,0.0,456,1275.0,1275.0,1275.0,0,0.0
collision_same_service_5pct,strict_service_plus_correlation,11359,600,24,0.25,1500,0,0,30,0,0,0,0,0,600,3600,3600,3600,900,540,540,0.9,0.9,1.0,0.9,0.9473684210526316,0.9166666666666666,9000,8100,8100,900,0.1,0,0.0,1.0,0.9,30,360,0.1,0,30,30,0,0,1.0,1.0,0,0,,,360,0.1,0,0.0,540,1275.0,1275.0,1275.0,0,0.0
