source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
kubernetes.audit,dec81cf7-36d5-417b-920c-81ccc24a2a94:ResponseComplete,2026-09-02T22:27:57.398862Z,2026-09-02T22:27:57.400880Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://dec81cf7-36d5-417b-920c-81ccc24a2a94,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,6c842c86254c69dee842ab4e02dec5561c0ff3963ebf589f7c3db73b22946bdc
kubernetes.audit,f9764e69-01fe-4831-b482-21539070a4c3:ResponseComplete,2026-09-02T22:27:57.408010Z,2026-09-02T22:27:57.412479Z,system:serviceaccount:kube-system:root-ca-cert-publisher,eacp-cross-plane-v13/kube-root-ca.crt,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://f9764e69-01fe-4831-b482-21539070a4c3,k8s://eacp-cross-plane-v13/configmaps/kube-root-ca.crt,51d0d60bb226f93ad66cfc2318eba8818e8ee210a7159723580378a1abfbbab8
kubernetes.audit,2eb991d9-a137-442a-a4b4-c1cd71616e42:ResponseComplete,2026-09-02T22:27:57.409626Z,2026-09-02T22:27:57.412952Z,system:serviceaccount:kube-system:service-account-controller,eacp-cross-plane-v13/default,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://2eb991d9-a137-442a-a4b4-c1cd71616e42,k8s://eacp-cross-plane-v13/serviceaccounts/default,c294af7b7a7c6b5f4d5e38055004a6632929629b7484138e5d51ff109b3ef026
kubernetes.audit,ae0e1c3a-9bd8-44ab-9475-072b5cbd4cf6:ResponseComplete,2026-09-02T22:27:57.409684Z,2026-09-02T22:27:57.412728Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://ae0e1c3a-9bd8-44ab-9475-072b5cbd4cf6,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,cd888c621bdc4592e288c375f43e369b8737b41222ac12f046939a8511acdeae
kubernetes.audit,1d611e3b-57ce-47dd-b7ba-df158d46d66f:ResponseComplete,2026-09-02T22:27:57.413958Z,2026-09-02T22:27:57.415019Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://1d611e3b-57ce-47dd-b7ba-df158d46d66f,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,233304452524471435f495e688cd97af61d07bbf3e7bdabcfd2c0f799f459001
kubernetes.audit,04478c56-ca92-4410-8b30-c9c63e444615:ResponseComplete,2026-09-02T22:27:57.415852Z,2026-09-02T22:27:57.420556Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://04478c56-ca92-4410-8b30-c9c63e444615,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,eddf6a4c8ff6bf6a513a07fd9091a411e968599df833c8afe716e2930d1514c8
kubernetes.audit,35acbf4a-ce94-4a60-bfe8-9305381ad5d9:ResponseComplete,2026-09-02T22:27:57.421326Z,2026-09-02T22:27:57.422684Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://35acbf4a-ce94-4a60-bfe8-9305381ad5d9,k8s://eacp-cross-plane-v13/roles/eacp-observer,e8e5b9d67059dc08c7cef2720082fbe4bf47e296345ee62304a78e0732bb6d19
kubernetes.audit,5e97e701-2f1a-4081-b6ed-ea1b464e320b:ResponseComplete,2026-09-02T22:27:57.423314Z,2026-09-02T22:27:57.424752Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://5e97e701-2f1a-4081-b6ed-ea1b464e320b,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,b53ad2600eb78618f9039c3867bfafa8c0763f4ffaefdbd26c62fc0221d71156
kubernetes.audit,07166694-5e5a-4e79-8a5c-289991bfea24:ResponseComplete,2026-09-02T22:27:57.425434Z,2026-09-02T22:27:57.427952Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://07166694-5e5a-4e79-8a5c-289991bfea24,k8s://eacp-cross-plane-v13/roles/eacp-observer,ab4b8f101a8fd0aeec7292777f5c8d85a3dd3f9ce78b4845c7e3c0a3e58c52ee
kubernetes.audit,20b6e769-d0db-4a11-8c89-44afcdfe9acd:ResponseComplete,2026-09-02T22:27:57.428593Z,2026-09-02T22:27:57.429966Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://20b6e769-d0db-4a11-8c89-44afcdfe9acd,k8s://eacp-cross-plane-v13/rolebindings/eacp-observer,f22c092e6d8c9911b482806aad21f85a64058a8de318542efcd71d662d56aa59
