source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
github.actions.run,github://repositories/1324720646/actions/runs/33690429641/attempts/1,2026-09-02T22:27:09Z,2026-09-02T22:28:02Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_workflow,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33690429641,eacp-gha-1324720646-33690429641-1,a71e5671536f11f1e8b49c56726ce7eeabbdf4db8d3a442435da960a62b6116a
github.actions.job,github://repositories/1324720646/actions/runs/33690429641/attempts/1/jobs/100447692409,2026-09-02T22:27:12Z,2026-09-02T22:28:02Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_job,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33690429641/job/100447692409,eacp-gha-1324720646-33690429641-1,57b6917592fba9ba222bb7b479b528bd95b02cfa1a50e693737ec37828be75a8
