source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
kubernetes.audit,d3640c5b-31a8-425e-9c38-13fd1722e6dd:ResponseComplete,2026-09-02T22:28:04.252871Z,2026-09-02T22:28:04.254350Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://d3640c5b-31a8-425e-9c38-13fd1722e6dd,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,c713676f616e05b074654276de62a0fe4e0ae79412c6e67f57fbbfd2bb70c169
kubernetes.audit,15a4368b-85d0-448e-ac91-d5b3488d5e99:ResponseComplete,2026-09-02T22:28:04.261876Z,2026-09-02T22:28:04.263904Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://15a4368b-85d0-448e-ac91-d5b3488d5e99,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,25310629252e6979cacec78901ccb34dd242fe26108e67f764226fa4b62e21fd
kubernetes.audit,17f2f7e5-1586-46a2-bffb-b2dcb3f363ae:ResponseComplete,2026-09-02T22:28:04.260424Z,2026-09-02T22:28:04.265016Z,system:serviceaccount:kube-system:root-ca-cert-publisher,eacp-cross-plane-v13/kube-root-ca.crt,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://17f2f7e5-1586-46a2-bffb-b2dcb3f363ae,k8s://eacp-cross-plane-v13/configmaps/kube-root-ca.crt,4489c4afbf75fc930b1e3270ad1094a94428f18cd66939371a8143ac96b54ac4
kubernetes.audit,a10eb9fd-9d41-4b0c-a4f6-1b0348a2259d:ResponseComplete,2026-09-02T22:28:04.260529Z,2026-09-02T22:28:04.266325Z,system:serviceaccount:kube-system:service-account-controller,eacp-cross-plane-v13/default,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://a10eb9fd-9d41-4b0c-a4f6-1b0348a2259d,k8s://eacp-cross-plane-v13/serviceaccounts/default,f9391c614069e52daf0cc9719896e707133ac67b91cbc08960e5e435842f3668
kubernetes.audit,138a63b0-e1be-45bf-b8ea-4f0bba2b2c96:ResponseComplete,2026-09-02T22:28:04.264509Z,2026-09-02T22:28:04.266821Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://138a63b0-e1be-45bf-b8ea-4f0bba2b2c96,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,3348744abb9fe6924a415c57a4d017e8f14a76e5856a2131776509cdbb4aa37f
kubernetes.audit,adf2c294-998f-4c4d-a34e-218420f5cae3:ResponseComplete,2026-09-02T22:28:04.267578Z,2026-09-02T22:28:04.269671Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://adf2c294-998f-4c4d-a34e-218420f5cae3,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,2bf518bc0e00456a11d47872d2172dbd43bbb8f174a42994c858c6baeee95dde
kubernetes.audit,c552d403-0d44-4847-88ad-62895a4f46a0:ResponseComplete,2026-09-02T22:28:04.270530Z,2026-09-02T22:28:04.271494Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://c552d403-0d44-4847-88ad-62895a4f46a0,k8s://eacp-cross-plane-v13/roles/eacp-observer,1648f2936ce4b81d11280a84d08e015cae0a3e4eb7df7dc78c731dbdb301a3a4
kubernetes.audit,c5ed4fcc-50d8-462f-9f67-def1b6c6ab25:ResponseComplete,2026-09-02T22:28:04.272342Z,2026-09-02T22:28:04.273779Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://c5ed4fcc-50d8-462f-9f67-def1b6c6ab25,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,e0ae97bcb5ad1634d189618e04856e36fdcf4bea33fa155f485f4bc29e5c8ecc
kubernetes.audit,6bcd9a84-674d-471b-8b4f-ccb980f4390a:ResponseComplete,2026-09-02T22:28:04.274684Z,2026-09-02T22:28:04.276519Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://6bcd9a84-674d-471b-8b4f-ccb980f4390a,k8s://eacp-cross-plane-v13/roles/eacp-observer,9adb9b947fc515471bfa36648b7181778108fda381317de269e26e98be7fe1f2
kubernetes.audit,b5e4d48e-0e59-4b87-95a7-e94f19f60df1:ResponseComplete,2026-09-02T22:28:04.277114Z,2026-09-02T22:28:04.278544Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://b5e4d48e-0e59-4b87-95a7-e94f19f60df1,k8s://eacp-cross-plane-v13/rolebindings/eacp-observer,60bdd29aa877aa2bad8cb26da1415ce55d0a534fce8d0814ad5d049eacbe5228
