event_count,trial,seed,query_type,sample_position,query_key,row_count,row_sha256,full_indexes_connect_plus_first_query_ms,no_service_index_connect_plus_first_query_ms,no_correlation_index_connect_plus_first_query_ms,no_lookup_indexes_connect_plus_first_query_ms
10000,4,9541,correlation,8,corr-9541-00001607,6,f7146a2bc8d6dc8d2360cb2841a97116b8ccd730993ff9d25674041ba562daf6,0.114625,0.146334,0.851083,0.835666
10000,4,9541,correlation,9,corr-9541-00000096,6,529b2525b6cb31ae3bd2b3f96a5b170d43719d22fca040f107c20966a547f54b,0.107041,0.1085,0.832041,0.826584
10000,4,9541,correlation,10,corr-9541-00000749,6,560c73f78ab506923aedaa4a8adfc2f71c51d2d823adbd2e21839140e868e2a2,0.112542,0.094625,0.967417,0.837875
10000,4,9541,correlation,11,corr-9541-00000834,6,302676a8a1a8c64b4cd64e34c897eb9ba196f5cf58b83c1d937a1c311f1a4362,0.215833,0.138459,0.821834,0.844625
10000,4,9541,correlation,12,corr-9541-00000058,6,b046c7ab0be881fd9f49fd5c1ad2ef1e1877809333f2dd8810abbace32623f9c,0.105458,0.09925,0.81575,0.811583
10000,4,9541,correlation,13,corr-9541-00001211,6,c9e0959a185d49fff5cd789056edfac81f4ed41a8b79cfe8ae7f04c445c0875d,0.105083,0.101417,0.833,0.823334
10000,4,9541,correlation,14,corr-9541-00000248,6,340036af7d53c0a42deb78f271c79bec97067e7d4b1e6d295bfd2f199fa9b58a,0.114541,0.166542,0.891709,0.851
10000,4,9541,correlation,15,corr-9541-00001113,6,055d2ca4dd4571208ff6726027deb479f79743158ef95382f6ea82ceb360edd1,0.102875,0.088917,0.829541,0.858916
10000,4,9541,correlation,16,corr-9541-00000639,6,36265839f56b1d8ed5c372baa2e36f0ace90a9717442c8ebe3977df08ba3e0fc,0.103,0.100125,0.852625,0.836375
10000,4,9541,correlation,17,corr-9541-00000800,6,156f93987b5329a90ff10bb9f37670334fc785ce7623cb5cd336ac4d703fcbba,0.109709,0.105792,0.834667,0.865542
10000,4,9541,correlation,18,corr-9541-00001400,6,2750832103d4c7768a180a891c74fdcf01d948e7c79c6f95d5a41bc9279b5d4c,0.118333,0.096708,0.813625,0.967125
10000,4,9541,correlation,19,corr-9541-00001627,6,01f635ce65a25fc3aca69978a8e998cea33e80563bf1fe8a425352289eadfd1a,0.1015,0.0945,0.810208,0.823792
10000,5,9642,service,0,svc-0074,48,22750345ab1541c179fac9ebfed6c5008480f508cf7533971493356005ddc4d8,0.153917,1.325667,0.240375,0.897458
10000,5,9642,service,1,svc-0025,48,c5272d6bc6799a4f74ecf5bbfbf9f76ad3f9525724c549c61004624af38e7f5e,0.149542,0.842208,0.141916,0.801375
10000,5,9642,service,2,svc-0171,48,799a9f3581ac06d5967fa0ec965dcb120a740aeda32e7e1481e61beb2be22cdc,0.149917,0.867,0.158167,0.8425
10000,5,9642,service,3,svc-0183,48,3fa2185a47e0b8fb855d24113e9007eb1c19b97e9c25f9d21752a242d132f4c3,0.154833,0.892833,0.188333,0.931333
10000,5,9642,service,4,svc-0081,48,a8cdfba40f0c3d3ac6d265cbe63dfd5c73e52855fadbcee88afe04f199bbcdb7,0.144042,0.854416,0.142667,0.826
10000,5,9642,service,5,svc-0098,48,9883aaf6f5f1987a1d0ae0e60afbd4d9c4fc82d59e0264fc40720b12d8e0fb0d,0.144041,0.848459,0.137667,0.8365
10000,5,9642,service,6,svc-0120,48,5d88737d30c81a68b00b563b7f72765218eed874c9d1e408402047673545a039,0.15,0.9275,0.1605,0.855083
10000,5,9642,service,7,svc-0016,48,9b19b4d46693ccc3a742d17cd3d6a3986f4a3e8aca89045955d5198995e24687,0.140333,0.83425,0.141334,0.853708
10000,5,9642,service,8,svc-0075,48,014abecfde787e9d621eaa2d8044d455504d4b14fa17bdb87ea102a4062b18bd,0.142125,0.846333,0.140333,0.835875
10000,5,9642,service,9,svc-0088,48,c13c83b67b09af071fde4ad0c15504f571a39e0a8a1cdaeb09c9fd4c55ac1f91,0.148125,0.918125,0.140208,0.834
10000,5,9642,service,10,svc-0040,48,79b307e0f4bc3f96455d7f86866a75c6e20ffee21b7705d475eeaf65d6444e76,0.185,0.833125,0.152625,1.033958
10000,5,9642,service,11,svc-0060,48,b3df0a40e699013f62ea318bc28ade5fd1832eda9b5569ab52115e557af4131a,0.163667,0.839458,0.165041,0.828833
10000,5,9642,service,12,svc-0086,54,8382369f293320e5957b971d3b13dfab20df2cc4088117f02b648f6ef1ce0ef8,0.16175,0.871167,0.163208,0.859875
10000,5,9642,service,13,svc-0146,54,7b5eda314775fe8f257e46867a3262fb60d84ead829c57e6f6c1bff821d5ea5d,0.207458,0.826792,0.143958,1.003709
10000,5,9642,service,14,svc-0119,48,a1de8f783cb78b53e4291f46dd6a08979a9759753f895029d802f776e53e3b63,0.162042,0.857167,0.166167,0.842209
10000,5,9642,service,15,svc-0117,48,a4cd5c74fff43d66ecf47a3d42d54d0e68bc03182d50f62e82fce941948cf463,0.162375,0.867292,0.143209,0.896083
10000,5,9642,service,16,svc-0196,48,70a6024f53b156e2cba42c623cc0819477d648954ab94aef3e22f1ebe8dc9e35,0.157,0.916042,0.2465,0.845833
10000,5,9642,service,17,svc-0000,48,e58df84758551130fbb41dabfdb13110e2e1188d96453c14569e4caff65cf8a4,0.137083,0.851958,0.138625,0.781
10000,5,9642,service,18,svc-0191,48,e86c81175ad626f0ef4c3fb6b898354995ab812685ce5b39c7ee804a825b9985,0.162084,0.869125,0.163583,0.8555
10000,5,9642,service,19,svc-0128,48,42a028dc424ad9a9d036b70b99038f52591b099a973f8f8e1162522fa8973d7a,0.135125,0.846209,0.171,0.945541
10000,5,9642,correlation,0,corr-9642-00000446,6,656e19cf05043aed42157c236179fa015379c2a7229b0bdb2b4968eb7a22750a,0.104375,0.111291,0.916292,0.848
10000,5,9642,correlation,1,corr-9642-00000937,6,85d8ea13b859dc44d8a87689e0ecb6ca4d02985a0c570ff5c5f0492d13e50e5f,0.132375,0.110583,0.87575,0.88975
10000,5,9642,correlation,2,corr-9642-00001269,6,933f871aa51279018d98c8cb1f30f2d28d07f08e8d2ca49ced9bd68c337c9e84,0.115125,0.098334,0.947917,1.050459
10000,5,9642,correlation,3,corr-9642-00000808,6,1848ec10bf29e4b31f48d918279a377fe1de801a646cd004df6ceaa2bf79a0fe,0.104,0.114958,0.841958,0.837792
10000,5,9642,correlation,4,corr-9642-00001281,6,d5ea3016a1d1d1f021f69af53b7e21f7daa06da4ba8f4a0e023f1c83e48ee7b0,0.10975,0.109834,0.854333,0.890916
10000,5,9642,correlation,5,corr-9642-00000809,6,4d865cab010bcbbea2e1548be077ed8ebbca0d010323b480afb7f074caaaf78c,0.113459,0.096625,0.906708,0.917375
10000,5,9642,correlation,6,corr-9642-00000261,6,b87c8b28dc5e06bacf4458159fcd9a781e49b00c1ec80f850b2dea18a577bb69,0.099542,0.089917,0.929458,0.823667
10000,5,9642,correlation,7,corr-9642-00000076,6,ace866be620ddaa7178b1ca6eca2700452a3d7e255ee6e484d9446ef2c26758d,0.098875,0.104417,0.781625,0.835208
10000,5,9642,correlation,8,corr-9642-00000875,6,58d6f950a7acf08ea3394e10f0b73f01ca8f10694882bcd6767c7e56bf003a26,0.12075,0.091292,0.862583,0.885792
10000,5,9642,correlation,9,corr-9642-00000149,6,8ce116187053ee512c98c73208dbf424003e059567dd33864b15e0567f77855a,0.094959,0.109583,0.88875,0.81675
10000,5,9642,correlation,10,corr-9642-00001502,6,06ec3631dffc556b1b3f38929bdebfae4a2dd08568b083d74bab9d2484302d65,0.159667,0.11275,0.843375,0.849041
10000,5,9642,correlation,11,corr-9642-00001336,6,fd8ed7cf7c4200d68470eb8fc9ee52752307b81bec4872bd03fd2045d631339a,0.121,0.101958,0.862709,0.887292
10000,5,9642,correlation,12,corr-9642-00000578,6,fa7280653521b347230235322378dba512c0613eafd8b637a24c3b44b8983baf,0.106792,0.097333,0.864166,0.848083
10000,5,9642,correlation,13,corr-9642-00000926,6,94488d5fdf57d1d24200a44113409fa186189183cc8fb2b6b82344eb50b0e1be,0.1065,0.108334,0.879458,0.848125
10000,5,9642,correlation,14,corr-9642-00001510,6,1a812a934645121af2319239859ab517fe81ee74bced823132fd4901a8f36d2d,0.095167,0.095459,0.838584,0.876334
10000,5,9642,correlation,15,corr-9642-00000109,6,ca1265c39543028575b4921ec03556b67b6b56e9c746a11a607df51fee986234,0.115083,0.102792,0.854042,0.914375
10000,5,9642,correlation,16,corr-9642-00001633,6,715fc0988680ff5a7ed2807a2e5cc0076455a346be0bf7cf75d958969647900e,0.10975,0.105834,0.856791,0.879958
10000,5,9642,correlation,17,corr-9642-00001568,6,79f1fb97c5f91e85e982c11727715e312901de3a52ef1f1f314df51cfaacc4ff,0.101417,0.088084,0.776,0.926875
10000,5,9642,correlation,18,corr-9642-00001618,6,9b47dd33d96548eec2d4481075e4969f331a28cab672d9ab31d57e3d1e7bbf9d,0.089208,0.085792,0.831083,0.85625
10000,5,9642,correlation,19,corr-9642-00000955,6,eb8d9f694ecdd29aa30cffc645090dd648ea1b7094a5ca8ad4618be247969c9e,0.104334,0.11825,0.879083,0.862417
10000,6,9743,service,0,svc-0063,48,c7179697c0260af29fdaeefae4d790debcb7c76527a7b6f0a707e9f103ee822a,0.171959,0.935375,0.328708,0.956584
10000,6,9743,service,1,svc-0123,48,d41c5c1992252cedbac48b7f4010a12fd362d024f2a087d1e086f6599c076e8b,0.159958,0.935292,0.172583,0.900583
10000,6,9743,service,2,svc-0058,48,87104774a782b1e7074505f677501c9132038b2a6e77c8bd88ed10ab243cc76d,0.147917,0.869125,0.148625,0.861375
10000,6,9743,service,3,svc-0128,48,0ec478f37ff1dfe3406c04d353d73c64210b83c60036d13e8656b0849e294707,0.142209,0.840209,0.1395,0.842333
10000,6,9743,service,4,svc-0005,48,aa399d4f1e9eee3068ef7c6a8c0134e750138af65528ef083c105a5c21c446ba,0.154916,0.9625,0.141833,0.850375
10000,6,9743,service,5,svc-0015,48,32e2ec7573548ba1fae1e5dace929123dec32a0446010993d4c163997296e1b6,0.19225,0.826833,0.193375,0.939708
10000,6,9743,service,6,svc-0139,54,cf5d9e5c210de9d10e96efb1cb51cf706b561834f0555ce87c679b69c0b7fedb,0.182084,0.885625,0.164959,0.908458
10000,6,9743,service,7,svc-0021,48,7eb2edbd7648d8a8081df09fc532b03bb2f8385859bc8e88c5b9972e3dc2375d,0.174125,0.897416,0.190917,0.923292
10000,6,9743,service,8,svc-0128,48,0ec478f37ff1dfe3406c04d353d73c64210b83c60036d13e8656b0849e294707,0.151625,0.898333,0.145458,0.864166
10000,6,9743,service,9,svc-0118,48,25fdc9e4af16c520a5024ea8565ddf21e62ee0cb6f3ac96cb0cb1a224264e084,0.225042,0.831875,0.146209,0.871375
10000,6,9743,service,10,svc-0023,48,523b65c0d9e481468f4e55ea02aa7cb1f8006a6e0a82a1fcbd1832f3621e3b88,0.14325,0.76625,0.138,0.803084
10000,6,9743,service,11,svc-0165,48,fc860809f996454e75ea7e76c019e30bcacbfd914dad0d9dc487de228f707939,0.15675,0.90775,0.214167,0.823584
10000,6,9743,service,12,svc-0125,54,9580b9938f1ff8c315f1d794a507fb6b930e67e7dff00c4fdec63eac908ff599,0.136959,0.836833,0.142458,0.813458
10000,6,9743,service,13,svc-0030,48,b1522cc1d1f19ac5f22d3eb8fcad2a3db1ead369c2ec8436bcf40436d9ffbcb2,0.140084,0.821167,0.143916,0.827292
10000,6,9743,service,14,svc-0009,48,f34696ce1cde39a7ec763bf1c3e941076bdcd19dd6dfe2fe6b670e22f0d6eb47,0.150917,0.85475,0.163666,0.914208
10000,6,9743,service,15,svc-0102,48,6173a11baf03c1394d6e9ac36512983950beb86308b776884726813e57398151,0.143084,0.893333,0.164542,0.827042
10000,6,9743,service,16,svc-0070,54,6760018b47f5451693ec155f4fc7933c5839481a6ccdefff5d7cad83f8945e8c,0.149875,0.874125,0.13975,0.833541
10000,6,9743,service,17,svc-0104,54,e66fb2bede7793292f2837eb27ea050ca014d58f055c1ad697ad2ccd4d554e86,0.14375,0.918083,0.18175,0.876542
10000,6,9743,service,18,svc-0183,54,d0aee9f9d0429fb632bd448545f5be25b029b2f88cc287b4aba4c350d0c97b0b,0.160333,0.785042,0.136334,0.776292
10000,6,9743,service,19,svc-0055,48,9cd7c8b238d617c6537f7640b2be17dfbca15346a7be12e40d5106c284d2d4cd,0.134542,0.821167,0.132291,0.818291
10000,6,9743,correlation,0,corr-9743-00000389,6,644ab9b086cbd40ec770beb57f7bb7b22388c971b4c1d014497ca00b8d36050f,0.093125,0.098833,0.913833,0.821791
10000,6,9743,correlation,1,corr-9743-00001341,6,73da77e0d2144a33df4c3da172ad5990672da1ee15976e7f786fe70a9aaf2ea1,0.104625,0.097167,0.902125,0.861125
10000,6,9743,correlation,2,corr-9743-00000881,6,6cde7327acd305bbcdc3d2d0b074487c6a6522fa40257e300b246e610a43b947,0.098042,0.103458,0.83025,0.829708
10000,6,9743,correlation,3,corr-9743-00000956,6,7e6aac817c9610d8b0e4023943c5869f36ea6a9b995ce2d5860fa758d9856e46,0.097875,0.096125,0.816459,0.83725
10000,6,9743,correlation,4,corr-9743-00000806,6,106a041ab20ef73e49b2799702eb8b1b5f01048c80261d29c65ac48ca4254a28,0.115125,0.095333,1.046,0.840708
10000,6,9743,correlation,5,corr-9743-00000242,6,d828ca824e9da2d74a3d39d3df8a049d32876181251d90e7b4f329ddd99fb519,0.170959,0.121667,0.808292,0.803041
10000,6,9743,correlation,6,corr-9743-00000476,6,e0a724cfd3723f0e27a9a7ec00ee21a9ec8581ec54decffb9b2033ae8e6dbd6c,0.101875,0.105125,0.803209,0.785167
10000,6,9743,correlation,7,corr-9743-00001452,6,328075d46c23ea0e36ddbeef67c03d130e7a34fdf2a71fef5d68fa18dbda85c2,0.100666,0.088959,0.808541,0.845875
10000,6,9743,correlation,8,corr-9743-00000410,6,35a302fcb59622a90a7bad6fbe0752330f50403c3e989671df36b287c7f4ed95,0.107,0.105875,0.861917,0.821542
10000,6,9743,correlation,9,corr-9743-00001366,6,a970d40f3aca8d953679fa4e6da30bc8297040719956c0c2903365cd95fd5017,0.093917,0.094417,0.830125,0.815292
10000,6,9743,correlation,10,corr-9743-00000852,6,e6ef91eee604abe16c45ef26d7f17f33d23155020550b9119aaa37589d8fcd64,0.142625,0.098667,0.876084,0.854333
10000,6,9743,correlation,11,corr-9743-00001284,6,72d98943a442c1c6b18a1df83b146df81dc580261c4834551f36435672dd9d81,0.134084,0.117625,0.820542,0.864416
10000,6,9743,correlation,12,corr-9743-00001466,6,f4e18ad6a373a649be6587519eb92d0a35d3d6b0d14ea79611f91a7de3c0a68e,0.111708,0.092667,0.804583,0.881708
10000,6,9743,correlation,13,corr-9743-00000036,6,4fc9d312ee1e919c2323d673ca7166d465902cfbb1ea02ff8e19a1cef02bd48f,0.0965,0.089167,0.797333,0.826291
10000,6,9743,correlation,14,corr-9743-00000086,6,fd2e22c81a21f2a7f71ae3757e907e68c6ecbb35588a162aec5d4a698d6d02aa,0.100125,0.093041,0.830833,0.816166
10000,6,9743,correlation,15,corr-9743-00001629,6,67f616f9a47a3e2c229e041634afb65e104dfd024fde50cccf60219af6ec58e6,0.120042,0.101917,0.896333,0.912709
10000,6,9743,correlation,16,corr-9743-00001138,6,b2cd9f78db0e0adfa39879dc9fb12b52a488c2129c661bec76cf14b530ab82a7,0.094291,0.089583,0.803292,0.765042
10000,6,9743,correlation,17,corr-9743-00000355,6,c23a18219df987eb4dc106f10faae2a6e90fce91d7d75886ba9cf42dcd62121b,0.099584,0.095542,0.781625,0.811
10000,6,9743,correlation,18,corr-9743-00001243,6,f6d5200e73bb9f82e0eee3d6e0ea40e913a4a5ba27a388041ac4f9e87aed7de1,0.105458,0.090541,0.822083,0.8125
10000,6,9743,correlation,19,corr-9743-00000053,6,af54e35173fc8f2005689e708968bc131276b73957e837959a12cfd30cae1535,0.129,0.105833,0.850167,0.910958
10000,7,9844,service,0,svc-0039,48,d1844848a18dbf8ff65c93b0e435f4b40738d6a237bd5af7d43a34fe382d8e2a,0.212666,0.968125,0.1725,1.195417
10000,7,9844,service,1,svc-0167,54,4548f013e8fc9029ec89eed27e051155c666fc74f320493c5b2f67a66a8d2e7f,0.157541,0.894416,0.155292,0.903792
10000,7,9844,service,2,svc-0101,48,b4fa04902734cf6a23158c8737e90de8dee8254aba623f6dd938fdd739fae4d5,0.148917,0.870458,0.148625,0.874084
10000,7,9844,service,3,svc-0144,48,8500ce105c60b06f1d02bc64d052357b6e61e3c8ad0e6bf6cd7bb4bcf219e7e5,0.231292,0.88,0.145792,0.999541
10000,7,9844,service,4,svc-0071,48,ce6a2f6b37c4f9779f6f49463b1558ef4fc1923fc49254fb4f1641a467659fd7,0.142541,0.87525,0.175708,0.841834
10000,7,9844,service,5,svc-0176,54,6120598fe3b1f1e523011c46394754af04f55986c57c2cdb381837e9175e36ab,0.173959,0.838666,0.169292,0.849458
10000,7,9844,service,6,svc-0075,48,174b915d8ea2c8ad4cce138c54e36a964d9d707d30184ef0f421a8c6f09011a9,0.219916,0.906083,0.297292,1.0105
10000,7,9844,service,7,svc-0150,48,f2a745463a4b838a3354f7d3a4aff0850dea0a463578763b8bf163df2c243a53,0.193334,0.936041,0.176417,0.842625
10000,7,9844,service,8,svc-0087,48,d137f2b0c48c4f15d45aa694a3967796debd05f4679eb8241f5085550bb41ff6,0.156625,0.853125,0.151583,0.901917
10000,7,9844,service,9,svc-0145,48,bbc65bd61ce4c20dbc035dfb4bf420fd97ed658eda361addc835397e5a82d9de,0.142917,0.863166,0.231959,0.881833
10000,7,9844,service,10,svc-0138,54,7f8f870c93b0482324ab52b0d9b80574016754fccc2c5dee3216078c59708fbd,0.146666,0.876625,0.149584,0.846625
10000,7,9844,service,11,svc-0168,48,0f93c4ae6a30da86be7beb1025db2028e2464d32f35f3dddbb5d66a2d5cd6aea,0.140959,0.825625,0.142417,0.824167
10000,7,9844,service,12,svc-0086,48,4f8b336b1abb6d0f04eb717579607f3050d4635a92a8bbc3f9191bd662008aa8,0.153,0.9585,0.188917,0.845708
10000,7,9844,service,13,svc-0161,48,319b724f6eea2d6798e858685ac9f95bc348891d80c6397fe0e245f52b3e55b9,0.15075,0.861334,0.157041,0.855125
10000,7,9844,service,14,svc-0193,48,b14f098f32575a02a9dbe16bd54aa2e610248b7f0bcda730239aa9c00efe072e,0.153708,0.827666,0.149041,0.827458
10000,7,9844,service,15,svc-0109,54,653ec9088ddba044508bca1242d14ce2c502019e5b915115d08c2f363d58bf7e,0.151292,0.877542,0.147583,0.830625
10000,7,9844,service,16,svc-0099,54,cf0234182f3b31788d1f9289c7296281c531fc1eda9e9e329d14d2235eedf777,0.19475,0.830541,0.153125,0.967583
10000,7,9844,service,17,svc-0000,48,133813276e2a5806925136b3b7ac8f7821efab92125f9732c883adb2fff387aa,0.140375,0.794,0.1295,0.809791
10000,7,9844,service,18,svc-0042,48,f9434027f57bc4aa3e3dc87eda4978a5a9d5433230d14f9340f35c8ddcff1d16,0.145125,0.824709,0.136541,0.814792
10000,7,9844,service,19,svc-0129,48,9b79bb5ac21f51e9e82445bb2c1459f9f361023f8ce4cfc12225f6cf2ab9c0c6,0.18,0.802,0.147667,0.957625
10000,7,9844,correlation,0,corr-9844-00000957,6,b448dae66191fd65a6e5d4fd328ad3e50895a283e228a2b1fb8292ad9b194707,0.098958,0.088541,0.842417,0.813916
10000,7,9844,correlation,1,corr-9844-00000310,6,893d5728f4783c85ed26f8c04ade5f33e19603f901e368ccf0d54063e9b9fc6e,0.101584,0.101792,0.789,0.796875
10000,7,9844,correlation,2,corr-9844-00000637,6,ccf574907c320280593c6b1ca8fd841a218f0e325c87bb777db31a2c88c92fa6,0.287083,0.215958,0.791875,0.856625
10000,7,9844,correlation,3,corr-9844-00000635,6,e601f4969370f2df88e7ee82377a362f42e5f3d8749b63aa5548b59afbded74b,0.107041,0.102083,0.859541,0.885666
10000,7,9844,correlation,4,corr-9844-00000566,6,3adcd9402297938502f3683eb4f0beec2e922414a4cdfb593e5eb988c8fe8f5e,0.108875,0.09325,0.785917,0.833709
10000,7,9844,correlation,5,corr-9844-00001630,6,fad868b72cd0fddee0b7e8d61391b3deea9b90fc31ef8ad3e08732bb1cf892b9,0.1095,0.096458,0.828625,0.835708
10000,7,9844,correlation,6,corr-9844-00001016,6,581712bd386d27e0f46099dba9d9c0a50d1c043fc3850d8c54f14291528bda2f,0.107208,0.103208,1.05525,0.9135
10000,7,9844,correlation,7,corr-9844-00000883,6,1aafb8350141ce31e4cfc266eb82da870de084a8dfeb23c235f1a39726bb3caa,0.104458,0.092292,0.856375,0.846917
10000,7,9844,correlation,8,corr-9844-00001135,6,63ce7483fccdb853b5f60e1124dd37773b3afc53bcb54ab65d3f7d6488451f4d,0.097667,0.103083,0.833041,0.862042
10000,7,9844,correlation,9,corr-9844-00001066,6,8db67bf5f21bbaec9cbfb9efd7276dac9a6e4c3e2246cb265185f1a2d37fa30b,0.119333,0.101,0.840708,0.881625
10000,7,9844,correlation,10,corr-9844-00001549,6,adbbe61926fbb7226656e9b155bcf0b9c1d9f7e2bbc34b07ba68c0792a89f1ab,0.107042,0.099792,0.904708,0.883333
10000,7,9844,correlation,11,corr-9844-00001013,6,d9f4bd48de69bb912221c46b0a9e4bf865dd911ee0b1e81946d46b6d18228a56,0.099292,0.095917,0.853166,0.847042
10000,7,9844,correlation,12,corr-9844-00000113,6,4a9eb1f467df1eebe9515e0f5595698571b3973c60c5cfdad1ba5b4f9af1cb84,0.099791,0.096792,0.833083,0.858625
10000,7,9844,correlation,13,corr-9844-00000861,6,34e3993e5aa52a5fd78ffd065f03db114004ade96700ad9af86951b81b165ba4,0.108916,0.109958,0.971,0.957834
10000,7,9844,correlation,14,corr-9844-00000947,6,8ae94fa6e9211588e3067a2c98972591d7fa1b2038614df0c8b992e6eaea3fa5,0.096417,0.089708,0.784958,0.796708
10000,7,9844,correlation,15,corr-9844-00000061,6,6a06f125991d0c78147b6a6e524ec74ce9e4005b4a719e8089bf8b5e260cd970,0.0945,0.087958,0.819875,0.808708
10000,7,9844,correlation,16,corr-9844-00001385,6,3fa64c0ac9e82ff3c1ec180765dc6e314ab309bbcbc16514a554ab5af5ea185f,0.091458,0.095458,0.82675,0.84975
10000,7,9844,correlation,17,corr-9844-00001408,6,0f702ca525efd425987e9690decd14e90b9b8588f3a8fd09616bce786a5e4b5d,0.094708,0.131375,0.884291,0.812167
10000,7,9844,correlation,18,corr-9844-00000695,6,604c7a3b05a2b42659fb4400edec411463aa53adaa60b6ecf85c2d7d51394cb3,0.108125,0.090959,0.786625,0.832917
10000,7,9844,correlation,19,corr-9844-00000361,6,a17ee9dbcd7782a0adde9d36f115966e7cc4f2cdc85bd6cde098a8ef43f72df0,0.09625,0.0875,0.809,0.79825
10000,8,9945,service,0,svc-0186,48,779af2e356267c3290f32799a6e8363bff773098cfa6bba1fbd6b0f53a365b34,0.34575,0.959583,0.179334,0.930542
10000,8,9945,service,1,svc-0116,54,5d7a33b7836da4c0aef44552b04212b6a206a9e1b49358f918bd7850e8612af7,0.157167,0.848416,0.157667,0.854459
10000,8,9945,service,2,svc-0188,48,2ce1159a1c1577193c153b4b7a1cbb0b8e48e72246be57f70aab94e469d4cacc,0.1555,0.922792,0.144833,0.839
10000,8,9945,service,3,svc-0080,48,d24b5cd13b70f36884455a0288413b15febc010654c1a530196967d40d50b107,0.172166,0.803208,0.1405,0.87175
10000,8,9945,service,4,svc-0142,48,328daa61ff6e5e2b2e36c6d0a15f92b88d67a694495a58187287435f656c41db,0.157083,0.792666,0.149917,0.841083
10000,8,9945,service,5,svc-0093,48,82473e4b495a50324002bb2616c42d70fa017c0d0ed8f69176d5c730317ecc08,0.165791,0.84675,0.148333,0.873833
10000,8,9945,service,6,svc-0156,54,b16c8b967d1a55a0310c4e7028f633494383d9666874d85f712960214929f7a0,0.1425,0.853375,0.156375,0.86175
10000,8,9945,service,7,svc-0067,54,454513d469a0753634af43419169b925089362b6d09fc2ab31863e7b3be1f272,0.216583,0.82325,0.156583,0.896542
10000,8,9945,service,8,svc-0013,48,454913411e52c83890ece152d76a679cdd392218835da31bed17618863050d88,0.141208,0.781208,0.130833,0.819
10000,8,9945,service,9,svc-0070,48,a37987c7f2d70df54b4b7438f2b295af7a40c5f46569cbb0af1e7fe21caabedd,0.154625,0.959833,0.225208,0.834833
10000,8,9945,service,10,svc-0168,48,30ae8631dd577ab0c0438518387351420b2ee87efe57daf0823df5b460c7179a,0.139917,0.838375,0.139958,0.8755
10000,8,9945,service,11,svc-0051,48,7a77dd7047d3abc766b5ea14b79953630493a9d47d1248db061dc421cdd42ab8,0.150834,0.838,0.149875,0.846416
10000,8,9945,service,12,svc-0181,48,4cb7e39ed793568622df56d8e754a5d2e262bd445663fb815adb3b339e3430a6,0.1745,0.875583,0.242167,0.863542
10000,8,9945,service,13,svc-0063,54,093c5ba1eaa82accccb6ccd71c58e356b46c36a3878e1f453e7563ec677ef6c3,0.153208,0.796167,0.159209,0.804417
10000,8,9945,service,14,svc-0159,48,1e27a9653d5c07f72214d92d0e3fa84ff7d43ffd104bc707a89cfdbb621af139,0.142083,0.818834,0.134209,0.804292
10000,8,9945,service,15,svc-0154,48,65f1a3a54de1412db37d0c7c3238911b87d4e99f2699f96ae754bcaac7de9028,0.143,0.919875,0.169875,0.813375
10000,8,9945,service,16,svc-0155,54,d426d607fe79f00b4e865154d001195cc119580528e9ba492e8b102352bd80a1,0.146625,0.774,0.150625,0.806833
10000,8,9945,service,17,svc-0093,48,82473e4b495a50324002bb2616c42d70fa017c0d0ed8f69176d5c730317ecc08,0.142125,0.798875,0.142541,0.798625
10000,8,9945,service,18,svc-0191,48,392156bb95c9ef66a86539b6ba6ad08e764fad8a707c0359acb6c8f02286da17,0.129875,0.818875,0.135,0.800375
10000,8,9945,service,19,svc-0151,54,8cef62b5ea1f01cd9bcc1faf2e469cee12dc3081b64a61bce289b4664b75351b,0.166792,0.801416,0.136791,0.952292
10000,8,9945,correlation,0,corr-9945-00001336,6,96d777526e6e09e63761ca48dcaca7a53241b687d47e98cbae69904d300cf1e5,0.097166,0.100208,0.834291,0.829875
10000,8,9945,correlation,1,corr-9945-00001240,6,ab78a719b62c48a89ee7b1869931cdf9a471e0d39ff4a9a994bd44c23a21091a,0.098666,0.096708,0.817833,0.812291
10000,8,9945,correlation,2,corr-9945-00001241,6,6e1e5e363d61c83899a6a86d5682987197c3daa2dbfa0023cb6c7bb2cc3180c2,0.098,0.093375,0.867125,0.825583
10000,8,9945,correlation,3,corr-9945-00000402,6,4a6258114dff8494acfac38e19cb2f7390e0e72a20a543435be7674f3e1764c2,0.120917,0.102083,0.878041,0.843791
10000,8,9945,correlation,4,corr-9945-00000774,6,85bec9bfe9ea0b0af66cb6962fa293e3ee262316b4208a2e1ceabf74e93a7661,0.126334,0.099375,0.884125,0.87575
10000,8,9945,correlation,5,corr-9945-00000338,6,2ae999bdb2c33f244b6596f93b4f0ad08c039500d8956144abc223338412b5fa,0.108625,0.094333,0.794667,0.832125
10000,8,9945,correlation,6,corr-9945-00000373,6,1beb86d084c1e5172c3f1ac88d9f9d93295332c459f972e0fd6f8908ce122a54,0.115,0.094625,0.844625,0.857709
10000,8,9945,correlation,7,corr-9945-00000506,6,1c47761d2f1eefdbf8278c32f4622c3d781a89446c1f1d44da618c79dae450ca,0.09575,0.097584,0.858917,0.857083
10000,8,9945,correlation,8,corr-9945-00000532,6,4db2fc832807bdba0ce2cab662fc85f3ab1a35335b31632c45eaf46f534818a0,0.118834,0.090875,0.826417,1.154292
