source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
kubernetes.audit,1ee12ec6-157f-4170-9b64-430a3e7be672:ResponseComplete,2026-09-02T22:28:06.943114Z,2026-09-02T22:28:06.944165Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://1ee12ec6-157f-4170-9b64-430a3e7be672,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,99d3224baa3dc59f6fff11274da18488409aa3b866323dc0d590fa9cf269c182
kubernetes.audit,420f8426-1f7c-4c20-a3ff-bb0fb81304b0:ResponseComplete,2026-09-02T22:28:06.946930Z,2026-09-02T22:28:06.948156Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://420f8426-1f7c-4c20-a3ff-bb0fb81304b0,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,b5372c8f8ebd3a138fe7830cee8024332e6c802cf56e9621fed7afe5d6a603d9
kubernetes.audit,0ce5798d-870d-425c-bd20-b9e34b92719f:ResponseComplete,2026-09-02T22:28:06.948531Z,2026-09-02T22:28:06.950782Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://0ce5798d-870d-425c-bd20-b9e34b92719f,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,a8b0508f365aed62239cf027886345ca912e96327eea5142571734f70f700c59
kubernetes.audit,efb9db04-be25-4656-95a0-6718077c5cf9:ResponseComplete,2026-09-02T22:28:06.947884Z,2026-09-02T22:28:06.952008Z,system:serviceaccount:kube-system:root-ca-cert-publisher,eacp-cross-plane-v13/kube-root-ca.crt,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://efb9db04-be25-4656-95a0-6718077c5cf9,k8s://eacp-cross-plane-v13/configmaps/kube-root-ca.crt,94f13ac6dfc3d61e1de6270abb12a0b13f41c441ba78f065582b485c8ed5b31e
kubernetes.audit,26fb5a93-1582-47f7-addb-8a0d33de2ac8:ResponseComplete,2026-09-02T22:28:06.947893Z,2026-09-02T22:28:06.952900Z,system:serviceaccount:kube-system:service-account-controller,eacp-cross-plane-v13/default,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://26fb5a93-1582-47f7-addb-8a0d33de2ac8,k8s://eacp-cross-plane-v13/serviceaccounts/default,f89fc57da0a0a873c56463fd1c07d0002b1433b79b9c60903007d791f24d599d
kubernetes.audit,6d0144a2-374f-44ab-b529-35115d7385df:ResponseComplete,2026-09-02T22:28:06.951434Z,2026-09-02T22:28:06.956386Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://6d0144a2-374f-44ab-b529-35115d7385df,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,ce3ae5b4a63b147cf7ce2eb701fc171df00e82259c509f4a926cf068436966a3
kubernetes.audit,d2d35b16-2599-4b57-a8e7-1d6c25f24b20:ResponseComplete,2026-09-02T22:28:06.958486Z,2026-09-02T22:28:06.959337Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://d2d35b16-2599-4b57-a8e7-1d6c25f24b20,k8s://eacp-cross-plane-v13/roles/eacp-observer,fb12602925c1b08998e04c0157636c1a4ccc7e2c2bf81898aa0f07928e4bf1af
kubernetes.audit,8510b982-acf1-4c21-8f7f-5122ff4d955c:ResponseComplete,2026-09-02T22:28:06.960005Z,2026-09-02T22:28:06.961328Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://8510b982-acf1-4c21-8f7f-5122ff4d955c,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,d5c89f1244ec0a9d3dd33c8c2401e78a3aee61681592c4d20f6890deeff39611
kubernetes.audit,1c6eb8b6-64f8-4f98-abab-bbab1ec328de:ResponseComplete,2026-09-02T22:28:06.962057Z,2026-09-02T22:28:06.964188Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://1c6eb8b6-64f8-4f98-abab-bbab1ec328de,k8s://eacp-cross-plane-v13/roles/eacp-observer,6fd7db6b29d79ad1998a6024bcf4c04c27835169a48b3a44683ab78e109c5ec2
kubernetes.audit,c9f2d3a7-ed41-4ae4-a77d-8893d20fffdf:ResponseComplete,2026-09-02T22:28:06.965781Z,2026-09-02T22:28:06.967053Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://c9f2d3a7-ed41-4ae4-a77d-8893d20fffdf,k8s://eacp-cross-plane-v13/rolebindings/eacp-observer,c8da784599ffc6b82be7463f3362d400932e5705106e979e361bacc2c2ff3570
kubernetes.audit,462fdaef-913e-4181-8006-cdd7cb0f9243:ResponseComplete,2026-09-02T22:28:06.967573Z,2026-09-02T22:28:06.969094Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://462fdaef-913e-4181-8006-cdd7cb0f9243,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,05b51a3bd03c47130835d73feeba7c5537cbad26c92f96fe9d5e6a626b72dea4
kubernetes.audit,a0af4277-a56c-489b-aef8-9026a3352d03:ResponseComplete,2026-09-02T22:28:06.969790Z,2026-09-02T22:28:06.972002Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://a0af4277-a56c-489b-aef8-9026a3352d03,k8s://eacp-cross-plane-v13/rolebindings/eacp-observer,d0e2605dcd2f58a2d1b7337504720bd6e807fcae15e35b79373aff7217105482
kubernetes.audit,566a59e9-741a-4e12-b5b2-6e9450128560:ResponseComplete,2026-09-02T22:28:06.973211Z,2026-09-02T22:28:06.974267Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://566a59e9-741a-4e12-b5b2-6e9450128560,k8s://eacp-cross-plane-v13/deployments/eacp-cross-plane,de4cca92f5b5a11f4599c9d0a6b10a6bfa23330746072319f27bf7b14365db07
kubernetes.audit,334ec524-8b58-48e6-ad50-97eaa7e38dee:ResponseComplete,2026-09-02T22:28:06.975170Z,2026-09-02T22:28:06.976065Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://334ec524-8b58-48e6-ad50-97eaa7e38dee,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,f4d1f78b42fb68c1fd7857ab3fc7ffdcb2bc76a468341f9ebbdfb70ee8c902cc
