source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
github.actions.run,github://repositories/1324720646/actions/runs/33682116347/attempts/1,2026-09-02T20:55:00Z,2026-09-02T20:56:00Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_workflow,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33682116347,eacp-gha-1324720646-33682116347-1,b33e57f681153f97c489ef3066b0a2307c468ee035132ce4adcf6a26df1898b6
github.actions.job,github://repositories/1324720646/actions/runs/33682116347/attempts/1/jobs/100420890785,2026-09-02T20:55:03Z,2026-09-02T20:56:00Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_job,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33682116347/job/100420890785,eacp-gha-1324720646-33682116347-1,6ed20e06398e6bf931a95187bc0bb8af376562b925bfbdbe246f782d076f00f5
