source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
kubernetes.audit,cf12fef0-de4d-4561-8ca5-e896d1b9b717:ResponseComplete,2026-09-02T22:27:54.735310Z,2026-09-02T22:27:54.737550Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://cf12fef0-de4d-4561-8ca5-e896d1b9b717,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,8952dc4024a1cb58b873c70be814c0415b2215fefb48bb1548755d5fbb4d1a01
kubernetes.audit,ddb7e113-3c14-4c50-9211-4591c489e395:ResponseComplete,2026-09-02T22:27:54.746425Z,2026-09-02T22:27:54.751638Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://ddb7e113-3c14-4c50-9211-4591c489e395,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,8f7cab32146efe6325963a85e80e5e3a9ccf99710ecfc76d522290f7185adfbf
kubernetes.audit,ecc01e9e-b904-42e5-bc1f-28cb59de131d:ResponseComplete,2026-09-02T22:27:54.745881Z,2026-09-02T22:27:54.753584Z,system:serviceaccount:kube-system:service-account-controller,eacp-cross-plane-v13/default,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://ecc01e9e-b904-42e5-bc1f-28cb59de131d,k8s://eacp-cross-plane-v13/serviceaccounts/default,499400f8fcd8ebf5b3493770837d3a790ab2c383ecf2a35b2944a57a575c5394
kubernetes.audit,11753dc6-ed5c-4e72-ad81-ae5068bf09d6:ResponseComplete,2026-09-02T22:27:54.745366Z,2026-09-02T22:27:54.753952Z,system:serviceaccount:kube-system:root-ca-cert-publisher,eacp-cross-plane-v13/kube-root-ca.crt,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://11753dc6-ed5c-4e72-ad81-ae5068bf09d6,k8s://eacp-cross-plane-v13/configmaps/kube-root-ca.crt,058ee2d8d0c98b61d3fb5676bd221e90acd06a1c5091e7ffca61dfb5e644d41c
kubernetes.audit,abe6786f-e1f9-4762-84c6-863a5676504b:ResponseComplete,2026-09-02T22:27:54.752516Z,2026-09-02T22:27:54.755768Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://abe6786f-e1f9-4762-84c6-863a5676504b,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,54aba714b9c93155fd613e9306f3e74339aab07bd99077522dc09c04c6470fd5
kubernetes.audit,738fb45a-b4b9-4ffc-9e11-8cfdfc1dd222:ResponseComplete,2026-09-02T22:27:54.756558Z,2026-09-02T22:27:54.759445Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://738fb45a-b4b9-4ffc-9e11-8cfdfc1dd222,k8s://eacp-cross-plane-v13/serviceaccounts/eacp-observer,87eb034fa725343275bb6dcd5cb941688d799d541fab4bf622cca22bedfd8b06
kubernetes.audit,f7acecee-036f-4730-be08-35d18c733d51:ResponseComplete,2026-09-02T22:27:54.760889Z,2026-09-02T22:27:54.762531Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://f7acecee-036f-4730-be08-35d18c733d51,k8s://eacp-cross-plane-v13/roles/eacp-observer,6eb4b79ce39e1d1dd88dc998f76ed547ede1c5755e9f677c0cf2aef34f8eb7e6
kubernetes.audit,6e322503-3d8e-4b74-a4a2-e27841abd147:ResponseComplete,2026-09-02T22:27:54.763306Z,2026-09-02T22:27:54.764378Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane-v13,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://6e322503-3d8e-4b74-a4a2-e27841abd147,k8s://eacp-cross-plane-v13/namespaces/eacp-cross-plane-v13,1b9736f14794295a448c51dac9a30c746b88067c7814225792a49a50fc2c689c
kubernetes.audit,ea89771e-5391-49f2-b749-3d285275552d:ResponseComplete,2026-09-02T22:27:54.765196Z,2026-09-02T22:27:54.768271Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://ea89771e-5391-49f2-b749-3d285275552d,k8s://eacp-cross-plane-v13/roles/eacp-observer,03daf2358ab1374d111b20d97fdecaa9ba37a38f284a8db358dfe34cb94db3b0
kubernetes.audit,2bd505c1-b418-4312-a6a7-9ab24a8029b3:ResponseComplete,2026-09-02T22:27:54.769329Z,2026-09-02T22:27:54.770561Z,kubernetes-admin,eacp-cross-plane-v13/eacp-observer,software_delivery,kubernetes-rbac-admission,get,404:NotFound,kubernetes-audit://2bd505c1-b418-4312-a6a7-9ab24a8029b3,k8s://eacp-cross-plane-v13/rolebindings/eacp-observer,62fdb65e8322bcebd3abb4a0bb6051eab73f8564dd686475e9f0a5d316505496
