scenario,algorithm,seed,configured_chain_count,configured_service_count,configured_overlap_fraction,temporal_window_ms,missing_id_events,wrong_id_events,collision_pairs,exact_duplicate_observations,conflicting_duplicate_observations,clock_skewed_events,late_events,jittered_events,truth_chain_count,event_count,canonical_event_count,observation_count,predicted_group_count,predicted_chain_group_count,complete_chain_count,complete_chain_coverage,exact_chain_accuracy,exact_chain_precision,exact_chain_recall,exact_chain_f1,mean_chain_member_coverage,true_join_pair_count,predicted_join_pair_count,correct_join_count,missed_join_count,missed_join_rate,false_join_count,false_join_rate,join_precision,join_recall,ambiguous_group_count,ambiguous_event_count,ambiguous_event_rate,accepted_ambiguous_group_count,detected_ambiguous_group_count,ambiguity_detection_true_positive,ambiguity_detection_false_positive,ambiguity_detection_false_negative,ambiguity_detection_precision,ambiguity_detection_recall,source_conflict_group_count,detected_source_conflict_group_count,source_conflict_detection_precision,source_conflict_detection_recall,abstained_observation_count,abstention_rate,deduplicated_observation_count,deduplication_rate,time_to_completeness_observations,time_to_completeness_p50_ms,time_to_completeness_p95_ms,time_to_completeness_max_ms,arrival_inversion_count,arrival_inversion_rate
clock_skew_random_10pct_5s,naive_temporal_window,20260905,24,4,0.25,1500,0,0,0,0,0,14,0,0,24,144,144,144,33,27,11,0.4583333333333333,0.4583333333333333,0.4074074074074074,0.4583333333333333,0.4313725490196078,0.8611111111111112,360,317,281,79,0.21944444444444444,36,0.11356466876971609,0.886435331230284,0.7805555555555556,4,22,0.1527777777777778,4,2,2,0,2,1.0,0.5,0,0,,,0,0.0,0,0.0,11,1275.0,1275.0,1275.0,0,0.0
late_arrival_10pct_30s,strict_service_plus_correlation,20260905,24,4,0.25,1500,0,0,0,0,0,0,14,0,24,144,144,144,24,24,24,1.0,1.0,1.0,1.0,1.0,1.0,360,360,360,0,0.0,0,0.0,1.0,1.0,0,0,0.0,0,0,0,0,0,,,0,0,,,0,0.0,0,0.0,24,15650.0,31025.0,31275.0,754,0.07323232323232323
late_arrival_10pct_30s,correlation_id_only_ablation,20260905,24,4,0.25,1500,0,0,0,0,0,0,14,0,24,144,144,144,24,24,24,1.0,1.0,1.0,1.0,1.0,1.0,360,360,360,0,0.0,0,0.0,1.0,1.0,0,0,0.0,0,0,0,0,0,,,0,0,,,0,0.0,0,0.0,24,15650.0,31025.0,31275.0,754,0.07323232323232323
late_arrival_10pct_30s,naive_temporal_window,20260905,24,4,0.25,1500,0,0,0,0,0,0,14,0,24,144,144,144,24,24,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9583333333333334,360,378,342,18,0.05,36,0.09523809523809523,0.9047619047619048,0.95,2,18,0.125,2,2,2,0,0,1.0,1.0,0,0,,,0,0.0,0,0.0,20,15650.0,31037.5,31275.0,754,0.07323232323232323
out_of_order_jitter_3s,strict_service_plus_correlation,20260905,24,4,0.25,1500,0,0,0,0,0,0,0,144,24,144,144,144,24,24,24,1.0,1.0,1.0,1.0,1.0,1.0,360,360,360,0,0.0,0,0.0,1.0,1.0,0,0,0.0,0,0,0,0,0,,,0,0,,,0,0.0,0,0.0,24,3426.0,3999.9999999999995,4221.0,691,0.06711344211344211
out_of_order_jitter_3s,correlation_id_only_ablation,20260905,24,4,0.25,1500,0,0,0,0,0,0,0,144,24,144,144,144,24,24,24,1.0,1.0,1.0,1.0,1.0,1.0,360,360,360,0,0.0,0,0.0,1.0,1.0,0,0,0.0,0,0,0,0,0,,,0,0,,,0,0.0,0,0.0,24,3426.0,3999.9999999999995,4221.0,691,0.06711344211344211
out_of_order_jitter_3s,naive_temporal_window,20260905,24,4,0.25,1500,0,0,0,0,0,0,0,144,24,144,144,144,24,24,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9583333333333334,360,378,342,18,0.05,36,0.09523809523809523,0.9047619047619048,0.95,2,18,0.125,2,2,2,0,0,1.0,1.0,0,0,,,0,0.0,0,0.0,20,3396.0,3806.3,4021.0,691,0.06711344211344211
compound_adversarial,strict_service_plus_correlation,20260905,24,4,0.25,1500,14,0,1,0,0,0,14,144,24,144,144,144,43,22,14,0.5833333333333334,0.5833333333333334,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.8680555555555556,360,286,286,74,0.20555555555555555,0,0.0,1.0,0.7944444444444444,1,7,0.04861111111111111,0,1,1,0,0,1.0,1.0,0,0,,,21,0.14583333333333334,0,0.0,14,17543.5,32619.75,32883.0,1023,0.09935897435897435
compound_adversarial,correlation_id_only_ablation,20260905,24,4,0.25,1500,14,0,1,0,0,0,14,144,24,144,144,144,37,23,14,0.5833333333333334,0.5833333333333334,0.6086956521739131,0.5833333333333334,0.5957446808510638,0.9027777777777778,360,307,297,63,0.175,10,0.03257328990228013,0.9674267100977199,0.825,1,7,0.04861111111111111,1,1,1,0,0,1.0,1.0,0,0,,,14,0.09722222222222222,0,0.0,14,17543.5,32619.75,32883.0,1023,0.09935897435897435
compound_adversarial,naive_temporal_window,20260905,24,4,0.25,1500,14,0,1,0,0,0,14,144,24,144,144,144,24,24,20,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9583333333333334,360,378,342,18,0.05,36,0.09523809523809523,0.9047619047619048,0.95,2,18,0.125,2,2,2,0,0,1.0,1.0,0,0,,,0,0.0,0,0.0,20,30819.5,32821.25,32883.0,1023,0.09935897435897435
