source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
github.actions.run,github://repositories/1324720646/actions/runs/33682116347/attempts/3,2026-09-02T20:59:06Z,2026-09-02T21:00:11Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_workflow,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33682116347,eacp-gha-1324720646-33682116347-3,800a159cc96e3f101cb119713d91b58dc614f4b20ee16ea007a687b8183c8b0c
github.actions.job,github://repositories/1324720646/actions/runs/33682116347/attempts/3/jobs/100422196884,2026-09-02T20:59:16Z,2026-09-02T21:00:11Z,obedebessa,obedebessa/eacp-operational-provenance,software_delivery,github-actions:.github/workflows/eacp-cross-plane-v1.3.yml,execute_job,status:in_progress,https://github.com/obedebessa/eacp-operational-provenance/actions/runs/33682116347/job/100422196884,eacp-gha-1324720646-33682116347-3,6bb3543478d1a1ddd109e1c1e36472289a1832311a84a3537c17e6d2dfde71c1
